response,label
"Welcome to Thoughts of Dog. You can hear the latest tweets from the best doggo on Twitter, Dog Thoughts. If you want to hear the latest thought, say New if you want to hear a random thought say random Welcome to Thoughts of Dog. You can hear the latest tweets from the best doggo on Twitter, Dog Thoughts. If you want to hear the latest thought, say New if you want to hear a random thought say random Welcome to Thoughts of Dog. You can hear the latest tweets from the best doggo on Twitter, Dog Thoughts. If you want to hear the latest thought, say New if you want to hear a random thought say random Welcome to Thoughts of Dog. You can hear the latest tweets from the best doggo on Twitter, Dog Thoughts. If you want to hear the latest thought, say New if you want to hear a random thought say random Thanks for opening Thoughts of Dog Latest Tweet. Do you want to start the experience? If you love a great thought from a good doggo, keep checking back for more by saying, ""Alexa, open Thoughts of Dog"" and follow at dog underscore feelings on twitter.",7
"<Audio only response> You have Name that Animal enabled. Do you want to open it? Welcome to Name that Animal, so how can I help? This quiz is comprised of multi choice answers, say Number followed by the number of the answer you think is correct. Are you ready to start playing Name that Animal, say YES or NO <Audio only response>",3
"This might answer your question: Amazon Alexa started in 2014. In Boulder, it's 54 degrees Fahrenheit with partly cloudy skies. Tonight's forecast calls for more of the same, with a low of 42 degrees. I only have weather information for the next 10 days.",13
"Hmm, I'm not sure. Sorry, your device isn't supported right now. Please try again soon.",5
"You have StockTicker enabled. Do you want to open it? Welcome to Stock Ticker. What company would you like to look up? Sorry, I don't have data for that company. Earlier today at 2:00 p.m. Mountain Daylight Time, Amazon.com traded at $1,843.06 on NASDAQ Global Market, down 0.05% since previous close. Sorry, I'm having trouble accessing your StockTicker skill right now",0
"Sorry, I'm having trouble accessing your bomb defuse skill right now Sorry, I'm having trouble accessing your bomb defuse skill right now Launching Don't Cut That Wire. Please press the buttons you want to use, one at a time, until they turn green.",3
"You have Inspire Me enabled. Do you want to open it? You have Inspire Me enabled. Do you want to open it? You have Inspire Me enabled. Do you want to open it? On Fear. Here's some wise words, from Gabrielle Bernstein: You have Inspire Me enabled. Do you want to open it? On Presence. Here's some wise words, from Gabrielle Bernstein:",7
"Hmm, I don't know that. Hmm. Maybe the skill, Hacker News, can help. Do you want to try it? Sorry, I don't know that one. Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site. Sorry, I'm not sure. For Help, please visit the help pages on the Amazon web site. Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site.",6
"Welcome to Baby Stats. Try saying, add feeding. Say help if you need help, or go to www.babystats.org. What stat would you like to track? Welcome to Baby Stats. Try saying, add feeding left breast. Say help if you need help, or go to www.babystats.org. What stat would you like to track? Sorry, I'm not sure. Welcome to Baby Stats. Try saying, add feeding left breast. Say help if you need help, or go to www.babystats.org. What stat would you like to track? Hmm. Maybe the skill, Baby Names, can help. Do you want to try it?",4
"I couldn't find any enabled video skills that can play that. Go to the Alexa app to manage your video skills and devices. I couldn't find any enabled video skills that can play that. Go to the Alexa app to manage your video skills and devices. Nothing is currently playing. I couldn't find any enabled video skills that can play that. Go to the Alexa app to manage your video skills and devices. Sorry, there is nothing to repeat.",3
"The next Guardians of the Galaxy movie, ""Guardians of the Galaxy Vol. 3,"" will be released on December 31, 2022. The most recent Guardians of the Galaxy movie was ""Guardians of the Galaxy Vol. 2,"" which was released on May 5, 2017. Ok, Here's Groot You have Groot enabled. Do you want to open it? I am Groot? You have Groot enabled. Do you want to open it? Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site. Hmm, I don't know that. For Help, please visit the help pages on the Amazon web site. Sorry, I don't know that one. For Help, please visit the help pages on the Amazon web site.",5
"Welcome back! What would you like to do? For example say ""watch abc news"". ONE from TuneIn. ABC News is in your Flash Briefing; to hear it, just say, Whatäó»s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing. This channel is not available or I might have misunderstood you. Please say for example ""start abc news"" or ""start channel one"". Please try again. You can say âstartâ followed by the channels name, for example say ""watch abc news"" or ""start channel one"". To see what channels are available please take a look at the skill description in your alexa app. What would you like to do? Have a nice day. Please rate this skill in the Skill store if you want. I would appreciate it.",1
"In order to track sleep, go to the Skills section of your Alexa App and enable Hatch Baby. Hmm. Maybe the skill, Sleeptracker, can help. Do you want to try it? You have Facebook Behavioral Interview Questions enabled. Do you want to open it? Tell me about two suggestions you have made to your supervisor in the past year. How did you come up with the ideas? What happened? How do you feel about the way things went? You have Facebook Behavioral Interview Questions enabled. Do you want to open it?",4
"You have Alexa Prize Socialbots enabled. Do you want to open it? Hmm. This socialbot is having trouble. You have Alexa Prize Socialbots enabled. Do you want to open it? Here's a sample of Fight Song, by Rachel Platten, on Amazon Music. I donÛªt know how to set lights to that Setting.",10
"You have NCAA March Madness enabled. Do you want to open it? Welcome to March Madness! Your go to place to find March Madness tournament live broadcasts and game coverage. I can give you scores, schedules, live radio, or information about your bracket picks. What would you like? Welcome to March Madness! Your go to place to find March Madness tournament live broadcasts and game coverage. I can give you scores, schedules, live radio, or information about your bracket picks. What would you like? You have NCAA March Madness enabled. Do you want to open it? Sorry, the march madness skill can't help you with that yet. Is there anything else I can help you with? You have NCAA March Madness enabled. Do you want to open it? Sorry, the march madness skill can't help you with that yet. Is there anything else I can help you with?",7
"You have Knock Knock Jokes enabled. Do you want to open it? Welcome to Knock Knock, are you ready to play? Say yes to continue, or no to quit. You have Knock Knock Jokes enabled. Do you want to open it? Welcome to Knock Knock, are you ready to play? Say yes to continue, or no to quit. <Audio only response>",7
Here's your news. Here's your news. Here's your news.,10
"Inconceivable Quotes contains mature content that may not be suitable for all ages This might answer your question: Here's an Inconceivable, the movie, quote: ""God, what have I done?"". Here's one from David Beckham Inconceivable Quotes contains mature content that may not be suitable for all ages For Help, please visit the help pages on the Amazon web site. Inconceivable Quotes contains mature content that may not be suitable for all ages For Help, please visit the help pages on the Amazon web site. Inconceivable Quotes contains mature content that may not be suitable for all ages For Help, please visit the help pages on the Amazon web site.",5
"Sorry, I don't know that one. You have Music Bop Adventures enabled. Do you want to open it? Welcome to Music Bop Adventures. Say please play adventures to begin. Sorry, I did not understand that command. Please try again or say help to hear what you can say. <Audio only response> Hmm, I don't know that. For Help, please visit the help pages on the Amazon web site.",3
"Hmm, I don't know that one. Sorry, I'm not sure. <Audio only response> Sorry, I don't know that one. It might rain in New York today. There's a 51% chance at 1 AM. Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site. Hmm, I don't know that. For Help, please visit the help pages on the Amazon web site. Hmm, I'm not sure. For Help, please visit the help pages on the Amazon web site.",13
"39 Here's your pick up line: There must be something wrong with my eyes. I can't take them off you. What can I help you with? You have Pick Up Line enabled. Do you want to open it? Here's your pick up line: Is your name Google? Because you've got everything I'm searching for. What can I help you with? Here's your pick up line: I'm not a photographer, but I can picture you and me together. What can I help you with?",7
"Sorry, I'm having trouble accessing your bomb defuse skill right now Sorry, I'm having trouble accessing your bomb defuse skill right now Launching Don't Cut That Wire. Please press the buttons you want to use, one at a time, until they turn green. Sorry, I'm having trouble accessing your bomb defuse skill right now For Help, please visit the help pages on the Amazon web site.",3
"You have Get Roasted enabled. Get Roasted contains mature content and may not be suitable for all ages. Do you want to open it? Didn't you get burnt already when you crawled out of Hell? You have Get Roasted enabled. Get Roasted contains mature content and may not be suitable for all ages. Do you want to open it? On the Moon, you'd still weigh more than Earth. Ok, Here's Get Roasted You have Get Roasted enabled. Get Roasted contains mature content and may not be suitable for all ages. Do you want to open it? We have smart cars, smart TVs, smart phones, but what about smart people? For Help, please visit the help pages on the Amazon web site. You have Get Roasted enabled. Get Roasted contains mature content and may not be suitable for all ages. Do you want to open it? Didn't you get burnt already when you crawled out of Hell? For Help, please visit the help pages on the Amazon web site. You have Get Roasted enabled. Get Roasted contains mature content and may not be suitable for all ages. Do you want to open it? Why is it acceptable to be stupid, but not for me to point it out? For Help, please visit the help pages on the Amazon web site.",3
"InsultiBot contains mature content that may not be suitable for all ages InsultiBot contains mature content that may not be suitable for all ages Hmm, I found a few skills that might help. InsultiBot contains mature content that may not be suitable for all ages Here's your compliment: You are lovely",7
"I found a few matches for that. Play the song Keep Your Eyes On The Road (Intro), right? I think you are asking for the song Keep Your Eyes On Me, is that right?",9
"Welcome to theDisney trivia for buttons. This game supports up to 4 players. How many players will be playing? Welcome to theDisney trivia for buttons. This game supports up to 4 players. How many players will be playing? Here's your fact: In the penultimate Ian Fleming 007 novel, You Only Live Twice, James Bond's parents are revealed to be Scottish and Swiss. His formative years were spent in Germany and France.",3
"Welcome to the Push Ups Counter. May I have your name, please? Push ups' definition is an arm exercise performed lying face to the floor and pushing the body up and down with the arms. Ok, Here's 30 Day Pushup Challenge",4
"Sow Punny contains mature content that may not be suitable for all ages Sow Punny contains mature content that may not be suitable for all ages I used to ski a lot, then i got board with it Who coined the phrase, coined the phrase? <Audio only response> For Help, please visit the help pages on the Amazon web site.",7
"Sorry, I'm not sure. Sorry, I'm not sure. Sorry, I don't know that one.",7
"You have Comcast Business ActiveCoreãÊ enabled. Do you want to open it? It appears that your account is not currently linked. Go to your Alexa app and link your active core Alexa Skill. You have Comcast Business ActiveCoreãÊ enabled. Do you want to open it? Sorry, I didn't find a device named smart remote my tv You have Ask My Buddy enabled. Do you want to open it? Welcome to Ask My Buddy, Who would you like to alert ? Sorry, it doesn't appear that you have linked your account yet!You must have an Ask My Buddy account to use this skill. Please use the Alexa app to link your Amazon account with your Ask My Buddy Account.",0
"""Sing"" by Ed Sheeran was released on April 7, 2014. You have Philly Fight Song enabled. Do you want to open it? Another Touchdown? all righty You have Philly Fight Song enabled. Do you want to open it? You have Philly Fight Song enabled. Do you want to open it? Another Touchdown? all righty You have Philly Fight Song enabled. Do you want to open it? Sorry, I don't know that one. For Help, please visit the help pages on the Amazon web site.",7
"Hmm. Maybe the skill, Dog Data - track food, walks, and more, can help. Do you want to try it? Hmm, I'm not sure. Hmm. Maybe the skill, Dog Data - track food, walks, and more, can help. Do you want to try it?",7
"<Audio only response> <Audio only response> ok, 2 is your lucky case. In this round you will select 4 cases. Which case would you like to select first? Would you like to resume your last game? Sorry, I can't understand the command. Please say again. <Short audio> Deal or No Deal is a game of chance and strategy. First you need to choose your lucky case, the aim is to select the case containing the top prize. Afterwards there are several rounds in which you must open the remaining case to reveal their contents. After each round The Banker will make an offer for your case. You either take the deal or decline it to play on. If you make it to the end of the game you can open your lucky case to see what you have won. Let's get back to the game... You need to choose your lucky case, try saying, I'm gonna go with case number, and then your number. okey dokey, thanks for playing. <Audio only response> Deal or No Deal is a game of chance and strategy. First you need to choose your lucky case, the aim is to select the case containing the top prize. Afterwards there are several rounds in which you must open the remaining case to reveal their contents. After each round The Banker will make an offer for your case. You either take the deal or decline it to play on. If you make it to the end of the game you can open your lucky case to see what you have won. Let's get back to the game... You need to choose your lucky case, try saying, I'm gonna go with case number, and then your number. okey dokey, thanks for playing. <Audio only response> Deal or No Deal is a game of chance and strategy. First you need to choose your lucky case, the aim is to select the case containing the top prize. Afterwards there are several rounds in which you must open the remaining case to reveal their contents. After each round The Banker will make an offer for your case. You either take the deal or decline it to play on. If you make it to the end of the game you can open your lucky case to see what you have won. Let's get back to the game... You need to choose your lucky case, try saying, I'm gonna go with case number, and then your number. okey dokey, thanks for playing.",3
"<Short audio> <Short audio> Launching Don't Cut That Wire. Please press the buttons you want to use, one at a time, until they turn green.",7
<Audio only response> <Short audio> You have SAT Word of the Day enabled. Do you want to open it? <Short audio> You have SAT Word of the Day enabled. Do you want to open it?,1
"No rain is expected tonight. In Boulder, at 11 PM, it'll be 53 degrees with partly cloudy skies. At 12 AM, it'll be 51 degrees with partly cloudy skies. At 1 AM, it'll be 49 degrees with partly cloudy skies. At 2 AM, it'll be 48 degrees with mostly clear skies. No snow is expected tonight.",13
"Sorry, I couldn't find a bruins game scheduled for today Sorry, I couldn't find a new york rangers game scheduled for today Hmm, I'm not sure. For Help, please visit the help pages on the Amazon web site. Sorry, I'm not sure. For Help, please visit the help pages on the Amazon web site. Sorry, I don't know that one. For Help, please visit the help pages on the Amazon web site.",6
"You have Food Network enabled. Do you want to open it? <Short audio> I can help you with some 30 minute meals or I can help you find a recipe. You have Food Network enabled. Do you want to open it? <Short audio> Need some inspiration? Spin my magic wheel to learn about a new flavor! Just say 'spin the wheel' to begin. You have Food Network enabled. Do you want to open it? <Short audio> Here is today's Daily Bite: Mexican Lasagna Suiza. You can ask for ingredients or directions, email this recipe, or ask for something else. <Short audio> The Food Network skill helps you find recipes from your favorite Food Network chefs. You can say things like 'Can I get the recipe thatâs on TV right now?', or 'Find me barbecue chicken recipes by Bobby Flay.' How can I help you? No problem. Before you go, Rachael has one more thing to say!",2
"You have Infinite Memory Game enabled. Do you want to open it? Sorry, I'm having trouble accessing your Infinite Memory Game skill right now Sorry, I don't know that one. Sorry, I don't know that. You have Memory Training enabled. Do you want to open it? Hi! Choose your exercise. I'll tell you 7 digit telephone number twice. You should repeat it. After each success I'll tell you a new one. 6243280. 6243280. Hello! Choose your exercise. Now 2 practices are available. Digits Exercise. Phone Number Exercise. For example, say start digits exercise or start phone number exercise. Thank you for playing. Have a good one!",3
"Hi, Welcome to Style Check. Give Style Check a location to dress you for the day Hi, Welcome to Style Check. Give Style Check a location to dress you for the day Hi, Welcome to Style Check. Give Style Check a location to dress you for the day",13
"Chuck Norris Fan Fact #20. Chuck Norris doesnt wear a watch. He decides what time it is. Chuck Norris Fan Fact #8. Chuck Norris doesn't read books. He stares them down until he gets the information he wants. Chuck Norris Fan Fact #24. When Chuck Norris turned 18, his parents moved out.",3
"You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like? O.K.",14
"Hi! I'm an automatic symptom checker. What concerns you most about your health? Please describe your symptoms. You have Symptom Checker enabled. Do you want to open it? Hi again! What concerns you most about your health? Please describe your symptoms. I understood: Headache. Is that correct? Hi again! What concerns you most about your health? Please describe your symptoms. Hi again! What concerns you most about your health? Please describe your symptoms. To start the symptom checker, say ""Alexa, open symptom checker"". When asked about symptoms, please use simple language. Use phrases such as ""lower back pain"", ""headache"" or ""dry cough"". To terminate the conversation immediately, say ""Stop"" at any time. You can resume such interrupted conversations by saying ""Alexa, ask Symptom checker to continue"". Bye!",4
"Sorry, I don't know that one. Sorry, I don't know that one. Hmm, I don't know that.",12
"Here's your fact: The book consisted of the text of J.R.R. Tolkeins The Hobbit with names changed to Harry Potter characters. The first line was ""Harry does not know how long it will take to wash the sticky cream cake off his face."" Sorry, I don't know that. This might answer your question: Here's a fact about Harry Potter. At the beginning of the series, Harry Potter is 11 years old. Here's a fact about Harry Potter. As far as I know, there are no new Harry Potter books coming out. The most recent Harry Potter book was ""Harry Potter and the Deathly Hallows"" by J. K. Rowling, which was published on July 21, 2007. Here's your fact: Other unauthorised sequels have included Harry Potter and the Crystal Vase and Harry Potter and the Golden Turtle in China, and the Indian Harry Potter in Calcutta. For Help, please visit the help pages on the Amazon web site. Here's your fact: In 2006, Rowling said that ""The Mirror of Erised"" is her favourite chapter in the first book, and one of her favourites from the entire series. For Help, please visit the help pages on the Amazon web site. Here's your fact: J.K. Rowling abandoned another book that she was writing in order to start working on the Harry Potter series. For Help, please visit the help pages on the Amazon web site.",5
"You have Bird Song enabled. Do you want to open it? Welcome to Bird Song. Give me the name of a bird, or say, help, to hear about all the fun things you can do with this skill. This is a ruby throated hummingbird: Hmm, I don't know that. Hmm, I'm not sure.",1
"You have Death Info for Westeros enabled. Do you want to open it? Welcome to Death Info for Westeros. Tell me the name of a character from the Song of Ice and Fire book series, and I will check if they are known to be dead or not. For example, you can say: 'is Arya Stark dead?' Eddard Stark is confirmed dead. In 299 AC, at Great Sept of Baelor in King's Landing. Please say another character. You have Death Info for Westeros enabled. Do you want to open it? I wasn't able to find the character 'yes', please try again. Please say another character. You have Death Info for Westeros enabled. Do you want to open it? I wasn't able to find the character 'yes', please try again. Please say another character.",5
"You have Amazon Restaurants enabled. Do you want to open it? Currently, Amazon Restaurants delivery is only available for Prime customers. Go to prime now.com to learn more about Prime membership. This might answer your question: Amazon was founded on July 5, 1994 by Jeff Bezos. It's 24 years old. You have Math Facts - Math Practice for Kids enabled. Do you want to open it? What kind of problem would you like to practice? Okay, addition, let's get started. What is 5 plus 9?",1
"The 2020 U.S. presidential election will be held on November 3, 2020. You have Marshawn Lynch's BeastMode enabled. Do you want to open it? Welcome to Marshawn Lynch's Beast Mode skill, you can ask things like where did you go to college, what's your favorite candy, or ask a press conference question. like how was that defense, or what's next for you. What would you like to ask? Sorry, I'm having trouble accessing your Marshawn Lynch's BeastMode skill right now You have Feels Like enabled. Do you want to open it? I need to have permission to use your zip code to report the temperature at your location. You can do this by selecting Your Skills from the Alexa app, choosing, Feels Like, and then select Settings. If you do not want to enable this permission, I can still report on select cities. Just say Alexa, ask Feels Like in Cumming Georgia. You have Feels Like enabled. Do you want to open it? You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like? O.K.",10
"Welcome to Spreaker. Listen to some recommended podcasts by saying: new this week. To listen to a specific podcast just say: play, followed by the podcast's name. Itâs as easy as that. Enjoy! Welcome to Spreaker. Listen a podcast by saying: play, followed by the podcast's name. To stop playing, just say: stop. Enjoy! No problem!",14
"Math Tutor. Which times table would you like me to read? This might answer your question: Amazon Alexa started in 2014. Welcome Back! Please select a difficulty-level, Easy, Medium or, Hard ? Math Tutor. Which times table would you like me to read? Using Math Tutor, you can ask me for times tables between one and ten. I can then read them to you. Now, which table would you like?",1
"Hmm, I found a few skills that might help. You have Cuckoo Clock enabled. Do you want to open it? Please enable Location permissions in the Amazon Alexa app. You have Cuckoo Clock enabled. Do you want to open it? Hmm, I found a few skills that might help.",12
"Welcome back! What can I do for you? To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds.",14
"You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? Sorry, I can't find information about alexa, open games back.. This might answer your question: I know about over 1,400 Cleveland Indians baseball games including White Sox , Indians on August 12, 1901, Athletics , Indians on September 9, 1901, Athletics , Indians on September 12, 1901, and Browns , Indians on September 12, 1902.",10
Here's your news. Here's your news. Here's your news. Here's your news. Here's your news. Here's your news.,0
"Hmm. Maybe the skill, Sweater Weather, can help. Do you want to try it? You have wikiHow enabled. Do you want to open it? Hi! Ask me how to do anything. How to Look Good for School. 4 steps. Step 1. Take a shower. Good hygiene is essential to look healthy and nice , if you're going to school, going to the movies, or even just going to church. You can either take a shower the night before or in the morning , but if you take a shower at night, you have a few more minutes of sleep in the morning. You donât have to wash your hair every day. People with drier, coarser, thicker hair can get away with showering it once or twice a week. But ââdoââ wash your body every day to stay smelling fresh, especially if you regularly exercise. Say 'NEXT', to get the next step You have Weather Sky enabled. Do you want to open it? Welcome back to Weather Sky. It looks like you haven't finished the introduction and setup. Would you like to continue? It will take about 2 and a half minutes to finish. Sorry, I did not hear a ""Yes"" or ""No"" answer. Please say ""Yes"", if you'd like to continue the Weather Sky setup, or say ""No"" to cancel additional setup.",13
"Sorry, I'm not sure. <Audio only response> <Audio only response> <Audio only response> For Help, please visit the help pages on the Amazon web site.",4
"Today's stretch is for your chest . Shall I play it? You have Daily Stretch enabled. Do you want to open it? Today's stretch is for your hip opener . Shall I play it? Starting HAMSTRING stretch: You have Daily Stretch enabled. Do you want to open it? Today's stretch is for your hip flexor . Shall I play it? Okay, starting LOWER BODY series: Starting ANKLE stretch:",4
"I've added alexa, tell haiku paper towels to your Shopping list. I couldn't find that on your Shopping list. I added alexa, ask haiku paper towels to your Shopping list.",2
"You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like? O.K.",14
There's a shawl in the mystery box! You have What's in the Mystery Box? enabled. Do you want to open it? There's a lamp in the mystery box! You have What's in the Mystery Box? enabled. Do you want to open it? You have What's in the Mystery Box? enabled. Do you want to open it? There's a lime in the mystery box! You have What's in the Mystery Box? enabled. Do you want to open it?,7
"Sorry, I'm not sure. Hmm, I don't know that one. For Help, please visit the help pages on the Amazon web site.",6
Here's your news. Here's your news. Here's your news.,0
"<Audio only response> Sorry, I don't know that. Hmm, I don't know that one.",0
"You have Sick Burn enabled. Do you want to open it? If I had a dollar for every brain you didn't have, I'd have one dollar. You have Sick Burn enabled. Do you want to open it? You have Sick Burn enabled. Do you want to open it? <Audio only response> You have Sick Burn enabled. Do you want to open it? <Audio only response>",7
"Sorry, something went wrong.WarnServiceFailureMUSICen_USdefaultVARIANT1Adm-20170607_215633-2 'Next' is usually defined as immediately following in time or order. Sorry, something went wrong.WarnServiceFailureMUSICen_USdefaultVARIANT1Adm-20170607_215633-2",5
"Hmm, I don't know that one. Sorry, IÛªm not sure about that. Sorry, IÛªm not sure about that. Hmm, I'm not sure. Hmm, I'm not sure. For Help, please visit the help pages on the Amazon web site.",7
"You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like? O.K.",14
"Here's your news. Here's your news. <Audio only response> You have ESPN enabled. Do you want to open it? Welcome to ESPN, What would you like to do? you can ask me to play recent news, or ESPN Radio. What would you like to do? Good bye.",10
"Sorry, I don't know that one. Sorry, I'm not sure. Hmm, I'm not sure. Hmm, I'm not sure. For Help, please visit the help pages on the Amazon web site.",4
"You have Sergeant Tabata enabled. Do you want to open it? Which would you like: a standard tabata, a custom tabata, or help? How many rounds? Ok, Here's Sergeant Tabata <Audio only response>",4
"Sorry, I don't know that. You have CompliBot enabled. Do you want to open it? I love talking to you!You can say, 'again' for another. Is your family inbred? Because you carry yourself with all the pose and dignity of aristocracy.If you want to go again, just say 'another'. Sorry, I'm not sure. Hmm, I'm not sure. For Help, please visit the help pages on the Amazon web site.",7
"You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? You have Stock Prices by Opening Bell enabled. Do you want to open it? Hmm. Maybe the skill, Utah Jazz, can help. Do you want to try it? The Warriors will play tomorrow at 1:30 p.m. at home against the Clippers.",10
"You need to be asleep at either 9:00 PM or 10:30 PM. It takes the average person around 14 minutes to fall asleep. To get the best sleep, you should go to bed around 8:46 PM To get a good nights sleep, you should wake up at either 12:35 AM or 2:05 AM You have Paloma's Bedtime enabled. Do you want to open it? <Audio only response> You have Paloma's Bedtime enabled. Do you want to open it?",4
"Starting your most recently added audiobook. Sorry, I don't know that one. <Audio only response> Starting your most recently added audiobook. For Help, please visit the help pages on the Amazon web site.",7
"<Short audio> <Short audio> <Audio only response> For Help, please visit the help pages on the Amazon web site.",7
Your spirit animal is: Flamingo. He is reminding you to get in touch with your emotions. Allow yourself to feel so that you can process your emotions and grow from what you feel. If you are bottling things up you will find yourself reacting rather than acting appropriately. Allow yourself to release your feelings so that you can come into balance again. You have My Spirit Animal Skill enabled. Do you want to open it? Your spirit animal is: Bear. ItÛªs time to go inward and explore the notion of your very existence. Delve deep into your heart to find the significance of your own path and journey. Know that you are free to roam at will along your own path. You have My Spirit Animal Skill enabled. Do you want to open it? You have My Spirit Animal Skill enabled. Do you want to open it? Your spirit animal is: Beaver. He will be reminding you to act on your dreams in order to make them a reality. He also sets the example that teamwork in your work life and family life make it easier to build your dreams into reality. You have to work at them to make them real. You have My Spirit Animal Skill enabled. Do you want to open it?,7
"Ok, Here's First Aid Advice This might answer your question: According to Mayo Clinic: There's no cure for the flu. But most people can treat themselves at home with bed rest and plenty of fluids. If you have flu-related achy muscles, try an over-the-counter pain reliever. But children and teenagers who have or are recovering from chickenpox or flu-like symptoms should never take aspirin. In some cases, a doctor may recommend an antiviral drug. If taken soon after flu symptoms start, these drugs may shorten the illness by a day or so and help prevent serious complications. <Audio only response> Ok, Here's First Aid Advice Here's something I found on Wikipedia: A doctor or nurse will often touch someone's forehead to check whether or not they have a fever.",4
"<Audio only response> Here's a good word: 'vicarious', meaning a feeling of act experienced secondhand through another person. For example, when wanting to hear every detail of a friends holiday while you're bored at home, you could be said to be living vicariously through them. Welcome back to Word or Absurd! Your all time high score is 0. To play a standard game say ""Start the game."" To try your hands at the survival mode expansion and contest this weeks' high score of 7 questions in row say ""Play survival mode."" You can also say ""Tell me the rules."" or ""What are my scores?"" To start a new game say: ""Start a new game!"" To hear your high scores say: ""What are my scores!"" For more information about how to play say: ""Tell me the rules."" If you're interested in trying out survival mode say ""Try survival mode."" You can also say: ""Quit the game."" What would you like to do? Thank you for playing Word or Absurd!",3
Here's your news. Here's your news. Here's your news.,1
"You have Meditation Sounds Binaural Rain enabled. Do you want to open it? Welcome to Meditation Sounds - Binaural Rain! Meditation sounds Binaural Rain is a relaxing and calming music designed to induce sleep or relaxation by incorporating Delta wave Binaural beats and music, Please enjoy You have Meditation Sounds Binaural Rain enabled. Do you want to open it? You have Meditation Sounds Binaural Rain enabled. Do you want to open it? <Audio only response> You have Meditation Sounds Binaural Rain enabled. Do you want to open it? <Audio only response>",4
"Hmm, I don't know that one. The New England Patriots are a professional American football team based in the Greater Boston area. You have ESPN enabled. Do you want to open it? Welcome to ESPN, What would you like to do? Now playing ESPN radio. For Help, please visit the help pages on the Amazon web site. For Help, please visit the help pages on the Amazon web site. For Help, please visit the help pages on the Amazon web site.",6
"Here's your news. Here's your news. <Audio only response> For Help, please visit the help pages on the Amazon web site.",4
"Welcome to the Naughty or Nice Quiz! Are you ready to find out if you've been good or bad this year? Ok, Here's Silly Things <Short audio>",3
"Sorry, I don't know that. Hmm, I'm not sure. Law is a random rule or law. Sorry, Iâm not sure about that. Rule 34 of the Internet, the assumption that a pornographic image exists of anything that you can think of.",5
"Welcome to Guess Me! Here's how to play. I'm going to give you some hints, and you have to guess who, or what I am. If this is your first time playing, say help to hear a list of things you can say. Are you ready to get started? Welcome to Guess Me! Here's how to play. I'm going to give you some hints, and you have to guess who, or what I am. If this is your first time playing, say help to hear a list of things you can say. Are you ready to get started? Sorry, I'm having trouble accessing your Guess Me skill right now Welcome to Guess Me! Here's how to play. I'm going to give you some hints, and you have to guess who, or what I am. If this is your first time playing, say help to hear a list of things you can say. Are you ready to get started? To get another hint, you can say next, or next hint. If you need the last hint repeated, you can say repeat hint If you need some time to think, just say more time. To guess, you can say, duck. You can also say, you are a duck. You can also guess in the form of a question by asking, are you a duck? If you get stuck, just say, I don't know, to hear the answer. Say new game, to start a new game. Welcome to Guess Me! Here's how to play. I'm going to give you some hints, and you have to guess who, or what I am. If this is your first time playing, say help to hear a list of things you can say. Are you ready to get started? Welcome to Guess Me! Here's how to play. I'm going to give you some hints, and you have to guess who, or what I am. If this is your first time playing, say help to hear a list of things you can say. Are you ready to get started? Sorry, I'm having trouble accessing your Guess Me skill right now Welcome to Guess Me! Here's how to play. I'm going to give you some hints, and you have to guess who, or what I am. If this is your first time playing, say help to hear a list of things you can say. Are you ready to get started? To get another hint, you can say next, or next hint. If you need the last hint repeated, you can say repeat hint If you need some time to think, just say more time. To guess, you can say, duck. You can also say, you are a duck. You can also guess in the form of a question by asking, are you a duck? If you get stuck, just say, I don't know, to hear the answer. Say new game, to start a new game.",3
"The skill, Birthday Tracker can help you with that. Did you want to enable it? This might answer your question: I know about over 1,500 notable people who have birthdays on April 2, 2019 including Marvin Gaye who has a birthday on April 2, Pedro Pascal who has a birthday on April 2, Michael Fassbender who has a birthday on April 2, and Ajay Devgn who has a birthday on April 2. The skill, Birthday Tracker can help you with that. Did you want to enable it?",9
